controlNumber,prefLabel,scopeNote,prefLabelEnglish,embeddingPromptEnglish,translationModel,translationPromptVersion
168051,Bluetooth,,Bluetooth,A photograph depicting Bluetooth.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141229,Bly,,Lead,A photograph depicting Lead.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141230,Bly--förekomst,,lead-occurrence,A photograph depicting lead-occurrence.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
250610,Blyertspennor,,pencils,A photograph depicting pencils.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141232,Blyförgiftning,,lead poisoning,A photograph depicting lead poisoning.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141233,Blyföroreningar,,lead contaminations,A photograph depicting lead contaminations.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
351310,Blygdkapslar,,lead capsules,A photograph depicting lead capsules.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
351312,Blygdkapslar i konsten,,lead capsules in art,A photograph depicting lead capsules in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166390,Blyghet,,shyness,A photograph depicting shyness.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141234,Blyhandel,,lead trade,A photograph depicting lead trade.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141235,Blyhandel--historia,,lead trade history,A photograph depicting lead trade history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143630,Blyinfattning,,lead_ingestion,A photograph depicting lead_ingestion.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141237,Blykammarprocesser,,lead chamber processes,A photograph depicting lead chamber processes.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143632,Bläck,,ink,A photograph depicting ink.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141262,Bläckfiskar,,inkfishes,A photograph depicting inkfishes.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
296556,Bläckor,,inkwell,A photograph depicting inkwell.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141263,Bläckstråleskrivare,,ink dip pen,A photograph depicting ink dip pen.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141264,Blädning,,browsing,A photograph depicting browsing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141265,Bläsgäss,,bellows street,A photograph depicting bellows street.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
334516,Blästerskydd,"- arkeologi. Verktyg, redskap, vapen J.03, - järnets metallurgi. Historia Pdba:k, - arbetsmiljöfrågor och arbetarskydd Ohae. Se även resp lands arkeologi med tillägg .03.",blower shield,A photograph depicting blower shield.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
237629,Blåbandsrörelsen,,Blue Band Movement,A photograph depicting Blue Band Movement.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
168502,Blåbär,,blueberries,A photograph depicting blueberries.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161182,Blåhake,,blue shark,A photograph depicting blue shark.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141241,Blåkråkefåglar,,blue jays,A photograph depicting blue jays.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141242,Blåkulla,,Bluecultplatz,A photograph depicting Bluecultplatz.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
222352,Blåmes,,bluebird,A photograph depicting bluebird.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
6m9klpm24x97vv78,Blåmussla,,whelk,A photograph depicting whelk.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141243,Blåsinstrument,"Hit litteratur om instrumenten. För besättning, använd Blåsare. För litteratur om musiker, använd Blåsmusiker",wind instrument,A photograph depicting wind instrument.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141246,Blåskatarr,,blue conjunctivitis,A photograph depicting blue conjunctivitis.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141247,Blåskvartetter,"Används endast för standardbesättningen flöjt, oboe, klarinett och fagott",blue quartet,A photograph depicting blue quartet.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141252,Blåskvintetter,"Används endast för standardbesättningen flöjt, oboe, klarinett, horn och fagott",blue quintets,A photograph depicting blue quintets.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
337959,Blåsmusiker,,brass musician,A photograph depicting brass musician.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
337662,Blåsorkester,För besättning. För litteratur om särkilda orkestrar använd Blåsorkestrar,wind orchestra,A photograph depicting wind orchestra.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141256,Blåsorkestrar,För litteratur om särkilda blåsorkestrar. För besättning använd Blåsorkester,blue brass orchestra,A photograph depicting blue brass orchestra.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
372856,Blåssextetter,,blue sextetters,A photograph depicting blue sextetters.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
250193,Blåstång,,blue staff,A photograph depicting blue staff.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
169009,Blått,,blue,A photograph depicting blue.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
169008,Blått i konsten,,blue in art,A photograph depicting blue in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141259,Blåvalar,,blue whale,A photograph depicting blue whale.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141260,Blåvingar (scoutrörelsen),,Blue Scouts Movement,A photograph depicting Blue Scouts Movement.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141266,Blödarsjuka,,bleeding sickness,A photograph depicting bleeding sickness.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141267,Blödningar,"- första hjälpen Vpj, - traumatologi Vfg.",bleeding,A photograph depicting bleeding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
396935,Blöjor,,mosquito_nets,A photograph depicting mosquito_nets.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141268,Blötdjur,,jellyfish,A photograph depicting jellyfish.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
242709,BMW (bilar),För verk om själva företaget se företagets namn.,BMW cars,A photograph depicting BMW cars.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
337537,BMW (motorcyklar),För verk om själva företaget se företagets namn.,BMW motorcycles,A photograph depicting BMW motorcycles.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141271,Boaormar,,Boaormar,A photograph depicting Boaormar.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141272,Boboll,,budgerigar,A photograph depicting budgerigar.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141273,Bobsleighåkning,,bobsledding,A photograph depicting bobsledding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141274,Boccia,,boccia,A photograph depicting boccia.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141275,Bockhorn,,ramshorn,A photograph depicting ramshorn.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141278,Bockstensmannen,,Bockstensman,A photograph depicting Bockstensman.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
170396,Bodar,"- etnologi Mubb, - arkitektur Ic.",wooden beam,A photograph depicting wooden beam.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
222353,Bodellism,,Bodellism,A photograph depicting Bodellism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143633,Bodelning,"- äktenskapsrätt Oeakaa, - arvs- och testamentsrätt Oeakb",marriage-and-inheritance-law,A photograph depicting marriage-and-inheritance-law.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141281,Bodensjöområdet,För verk om Bodensjöområdet i ett särskilt land används SAB-kod för resp land.,Bodensjö area,A photograph depicting Bodensjö area.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141285,Bodhisattvas,,Bodhisattvas,A photograph depicting Bodhisattvas.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141467,Bodo (språk),,Bodo language,A photograph depicting Bodo language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141286,Bodräkt,,court attire,A photograph depicting court attire.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141287,Body art,,body art,A photograph depicting body art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141291,Bodybuilding,,bodybuilding,A photograph depicting bodybuilding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141292,Boende,,housing,A photograph depicting housing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
2m2wmhfk08ffvdgc,Boende för hemlösa,,homeless shelter,A photograph depicting homeless shelter.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141293,Boendeföreningar,,housing associations,A photograph depicting housing associations.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141295,Boendekostnader,,housing costs,A photograph depicting housing costs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141296,Boendemiljö,,housing environment,A photograph depicting housing environment.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141298,Boendeservice,,housing service,A photograph depicting housing service.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
332549,Boendestöd,,housing support,A photograph depicting housing support.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141300,Boerkriget 1899-1902,,Boer War 1899-1902,A photograph depicting Boer War 1899-1902.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143636,Bofasthet,"- arkeologi J, - etnografi, socialantropologi och etnologi M",dwelling_right,A photograph depicting dwelling_right.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141301,Boforsaffären,,Bofors affair,A photograph depicting Bofors affair.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141302,Bogomiler,,Bogomilists,A photograph depicting Bogomilists.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
144627,Bogserbåtar,,tow boats,A photograph depicting tow boats.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141303,Bogsering (sjöfart),,towboat operation,A photograph depicting towboat operation.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141304,Bohemer--historia,,Bohemian history,A photograph depicting Bohemian history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
162770,Bohuslän--Väderöarna,,Bohuslän Weather Islands,A photograph depicting Bohuslän Weather Islands.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141309,Bojarer,,Bojarer,A photograph depicting Bojarer.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166699,Bojkotter,"- politik Ocla, - konsumentforskning Qblbmd.",boycott,A photograph depicting boycott.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141310,Bojkotter på arbetsmarknaden,,workplace boycott,A photograph depicting workplace boycott.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
237821,Bok (botanik),,botany book,A photograph depicting botany book.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141312,Bok- och biblioteksväsen,,library system,A photograph depicting library system.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141315,Bokauktioner,,book auctions,A photograph depicting book auctions.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141316,Bokauktionskataloger,,book auction catalogs,A photograph depicting book auction catalogs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141317,Bokband,,bookbinding,A photograph depicting bookbinding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141318,Bokband--historia,,bookbinding history,A photograph depicting bookbinding history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141319,Bokbandskonst,,bookbinding art,A photograph depicting bookbinding art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143637,Bokbestånd,,book collection,A photograph depicting book collection.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141321,Bokbilar,,book cars,A photograph depicting book cars.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143639,Bokbindare,särsk Lz.,bookbinder,A photograph depicting bookbinder.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141325,Bokbinderi,,bookbinding,A photograph depicting bookbinding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141326,Bokbinderi--historia,,bookbinding history,A photograph depicting bookbinding history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141324,Bokbinderier,särsk Qz,bookbinders,A photograph depicting bookbinders.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141327,Bokbussar,,book buses,A photograph depicting book buses.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141328,Bokbål,,bookball,A photograph depicting bookball.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141329,Bokbåtar,,book boats,A photograph depicting book boats.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141330,Bokdistribution,,book distribution,A photograph depicting book distribution.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141331,Boken-kommer-verksamhet,,book-promotion-event,A photograph depicting book-promotion-event.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141332,Bokföring,,accounting,A photograph depicting accounting.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
230910,Bokföringsbrott,"- kriminologi Oepa, - straffrätt Oeb.",accounting fraud,A photograph depicting accounting fraud.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166395,Bokföringsmaskiner,,accounting machines,A photograph depicting accounting machines.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
163719,Bokförlag,,publishing house,A photograph depicting publishing house.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143640,Bokförläggare,Särsk Lz.,publisher,A photograph depicting publisher.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141337,Bokhandel,,bookstore,A photograph depicting bookstore.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141339,Bokhandelskataloger,,bookstore catalogs,A photograph depicting bookstore catalogs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141341,Bokhandelsorganisation,,book trade organization,A photograph depicting book trade organization.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141342,Bokhandelsteknik,,bookstore technology,A photograph depicting bookstore technology.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143641,Bokhandlare,särsk Lz,bookstore,A photograph depicting bookstore.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
260846,Bokhandlare i filmen,,bookstore in film,A photograph depicting bookstore in film.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141345,Bokhistoria,Hit verk om disciplinen bokhistoria. För verk om böckers historia används det sammansatta ämnesordet Böcker – historia,book history,A photograph depicting book history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
242545,Bokhyllor,"- möbelkonst Ihhb, - heminredning Qcba.",bookcases,A photograph depicting bookcases.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141346,Bokillustration,,book illustration,A photograph depicting book illustration.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141347,Bokillustratörer,särsk Ibz,book illustrators,A photograph depicting book illustrators.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
247893,Bokkataloger,,book catalogs,A photograph depicting book catalogs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166482,Bokklubbar,Organisation för marknadsföring och försäljning av böcker till en fast medlemskader. (NE),book clubs,A photograph depicting book clubs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141348,Bokkonservering,,book preservation,A photograph depicting book preservation.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141349,Bokkonst,,book art,A photograph depicting book art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141350,Bokkonstnärer,,book illustrators,A photograph depicting book illustrators.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141351,Bokkunskap,,book knowledge,A photograph depicting book knowledge.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141352,Bokmagasin,,bookstore,A photograph depicting bookstore.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141353,Bokmarknaden,,book market,A photograph depicting book market.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141357,Bokmärken,,bookmark,A photograph depicting bookmark.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141358,Bokmässor,,book fairs,A photograph depicting book fairs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141355,Bokmål (norska),,Bokmål Norse,A photograph depicting Bokmål Norse.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
141356,Bokmåleri,,book painting,A photograph depicting book painting.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
